De;Vers;Km;Minutes
ENT AMIENS BINAT;CHRONO VALENCIENNES 4370;111;120
ENT AMIENS BINAT;CHRONO WASQUEHAL 4303;125;135
ENT AMIENS BINAT;CORMEILLES EN PARISIS CHRONODRIVE 413;139;150
ENT AMIENS BINAT;DIEPPE;117;120
ENT AMIENS BINAT;DIFFERDANGE;389;390
ENT AMIENS BINAT;DOUAI;84;90
ENT AMIENS BINAT;DRIVE ARRAS;64;75
ENT AMIENS BINAT;DRIVE BEAUVAIS;70;75
ENT AMIENS BINAT;DRIVE BETHUNE;84;90
ENT AMIENS BINAT;DRIVE BOULOGNE;122;135
ENT AMIENS BINAT;DRIVE CALAIS;155;165
ENT AMIENS BINAT;DRIVE CAMBRAI;103;105
ENT AMIENS BINAT;DRIVE CERGY;128;135
ENT AMIENS BINAT;DRIVE CHERBOURG;369;375
ENT AMIENS BINAT;DRIVE DIEPPE;116;120
ENT AMIENS BINAT;DRIVE DOUAI;84;90
ENT AMIENS BINAT;DRIVE DUNKERQUE;150;150
ENT AMIENS BINAT;DRIVE DURY;10;15
ENT AMIENS BINAT;DRIVE ENGLOS;114;120
ENT AMIENS BINAT;DRIVE LE HAVRE;186;195
ENT AMIENS BINAT;DRIVE LEERS;130;135
ENT AMIENS BINAT;DRIVE LOUVROIL;143;150
ENT AMIENS BINAT;DRIVE MONTIVILLIERS;179;180
ENT AMIENS BINAT;DRIVE NOGENT SUR OISE;84;90
ENT AMIENS BINAT;DRIVE NOYELLES;91;105
ENT AMIENS BINAT;DRIVE NOYON;74;75
ENT AMIENS BINAT;DRIVE OSNY;116;120
ENT AMIENS BINAT;DRIVE PETITE FORET;113;120
ENT AMIENS BINAT;DRIVE ROISSY;138;150
ENT AMIENS BINAT;DRIVE RONCQ;132;135
ENT AMIENS BINAT;DRIVE SCHWEIGHOUSE;516;525
ENT AMIENS BINAT;DRIVE ST OMER;112;120
ENT AMIENS BINAT;DRIVE ST QUENTIN;82;90
ENT AMIENS BINAT;DRIVE TAVERNY;125;135
ENT AMIENS BINAT;DRIVE VALENCIENNES;110;120
ENT AMIENS BINAT;DRIVE VILLENEUVE D'ASCQ;119;120
ENT AMIENS BINAT;DURY;5;15
ENT AMIENS BINAT;ENT AMIENS BINAT;0;0
ENT AMIENS BINAT;ENT AMIENS SAINT SAUVEUR FLEG;8;15
ENT AMIENS BINAT;ENT AMIENS SAINT SAUVEUR PF;8;15
ENT AMIENS BINAT;ENT AMIENS SUPER POULAINVILLE PGC;2;15
ENT AMIENS BINAT;ENT CARVIN FL;105;105
ENT AMIENS BINAT;ENT CARVIN PF;105;105
ENT AMIENS BINAT;ENT SAINGHIN1;119;120
ENT AMIENS BINAT;ENT SERRIS 1;173;180
ENT AMIENS BINAT;ENT SERRIS 2;175;180
ENT AMIENS BINAT;ENT SOCOPAL DIEPPE;93;105
ENT AMIENS BINAT;ENT V DHL;180;180
ENT AMIENS BINAT;ENT V GEODIS;182;195
ENT AMIENS BINAT;FACHES;113;120
ENT AMIENS BINAT;FRANQUEVILLE CHRONODRIVE 4475;129;135
ENT AMIENS BINAT;HERBLAY CHRONODRIVE 444;126;135
ENT AMIENS BINAT;HOUILLES SUPER 1073;143;150
ENT AMIENS BINAT;ILLKIRCH;528;540
ENT AMIENS BINAT;KIRCHBERG;390;390
ENT AMIENS BINAT;LA CLOCHE D'OR;406;420
ENT AMIENS BINAT;LA QUEUE LES YVELINES SUPER 1096;184;195
ENT AMIENS BINAT;LAXOU;377;390
ENT AMIENS BINAT;LE CHESNAY PARLY 2 SUPER 1144;153;165
ENT AMIENS BINAT;LE HAVRE;188;195
ENT AMIENS BINAT;LEERS;130;135
ENT AMIENS BINAT;LONGUEIL SAINTE MARIE SUPER 4315;90;90
ENT AMIENS BINAT;MAUREPAS SUPER 4492;174;180
ENT AMIENS BINAT;MERU;98;105
ENT AMIENS BINAT;MONT SAINT MARTIN;310;315
ENT AMIENS BINAT;NANCY CENTRE;383;390
ENT AMIENS BINAT;NOGENT SUR OISE;86;90
ENT AMIENS BINAT;NOYON;74;75
ENT AMIENS BINAT;OSNY;116;120
ENT AMIENS BINAT;PETITE FORET;113;120
ENT AMIENS BINAT;ROISSY;137;150
ENT AMIENS BINAT;RONCQ;132;135
ENT AMIENS BINAT;SCHWEIGHOUSE;512;525
ENT AMIENS BINAT;SEMECOURT;348;360
ENT AMIENS BINAT;SOCOPAL;93;105
ENT AMIENS BINAT;SOISY;131;135
ENT AMIENS BINAT;STRASBOURG;524;525
ENT AMIENS BINAT;TAVERNY;125;135
ENT AMIENS BINAT;TOMBLAINE;394;405
ENT AMIENS BINAT;VAL DE REUIL SUPER 1209;155;165
ENT AMIENS BINAT;VALENCIENNES;110;120
ENT AMIENS BINAT;VERNEUIL 1 VERGER SUPER 4981;142;150
ENT AMIENS BINAT;VIRY NOUREUIL;107;120
ENT AMIENS SAINT SAUVEUR FLEG;1186 ST QUENTIN SCHUMANN SUPER;91;105
ENT AMIENS SAINT SAUVEUR FLEG;1267 CALAIS DELAROCHE SUPER;153;165
ENT AMIENS SAINT SAUVEUR FLEG;1297 HARNES SUPER;106;120
ENT AMIENS SAINT SAUVEUR FLEG;4313 CANTELEU SUPER;127;135
ENT AMIENS SAINT SAUVEUR FLEG;4536 LILLE WAZEMMES MY AUCHAN;127;135
ENT AMIENS SAINT SAUVEUR FLEG;4926 BILLY BERCLAU SUPER;101;105
ENT AMIENS SAINT SAUVEUR FLEG;4977 RUE SUPER;69;75
ENT AMIENS SAINT SAUVEUR FLEG;ARRAS;70;75
ENT AMIENS SAINT SAUVEUR FLEG;BEAUVAIS;68;75
ENT AMIENS SAINT SAUVEUR FLEG;BOULOGNE;122;135
ENT AMIENS SAINT SAUVEUR FLEG;CAEN CHRONO 352;251;255
ENT AMIENS SAINT SAUVEUR FLEG;CERGY;127;135
ENT AMIENS SAINT SAUVEUR FLEG;CERGY CHRONODRIVE 469;130;135
ENT AMIENS SAINT SAUVEUR FLEG;CHERBOURG;369;375
ENT AMIENS SAINT SAUVEUR FLEG;CHRONO AVELIN 4361;115;120
ENT AMIENS SAINT SAUVEUR FLEG;CHRONO COMPIEGNE 4345;89;90
ENT AMIENS SAINT SAUVEUR FLEG;CHRONO CROIX 4154;133;135
ENT AMIENS SAINT SAUVEUR FLEG;CHRONO IFS;249;255
ENT AMIENS SAINT SAUVEUR FLEG;CHRONO MARCQ 4128;132;135
ENT AMIENS SAINT SAUVEUR FLEG;CORMEILLES EN PARISIS CHRONODRIVE 413;137;150
ENT AMIENS SAINT SAUVEUR FLEG;DIEPPE;114;120
ENT AMIENS SAINT SAUVEUR FLEG;DIEPPE;115;120
ENT AMIENS SAINT SAUVEUR FLEG;DOUAI;124;135
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE BEAUVAIS;68;75
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE BOULOGNE;120;120
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE CERGY;126;135
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE CHERBOURG;369;375
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE DIEPPE;114;120
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE DOUAI;124;135
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE DURY;19;30
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE LE HAVRE;184;195
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE LEERS;137;150
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE MONTIVILLIERS;180;180
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE NOGENT SUR OISE;102;105
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE NOYON;79;90
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE OSNY;130;135
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE ROISSY;136;150
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE ST QUENTIN;87;90
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE TAVERNY;123;135
ENT AMIENS SAINT SAUVEUR FLEG;DRIVE VALENCIENNES;134;135
ENT AMIENS SAINT SAUVEUR FLEG;DUNKERQUE;186;195
ENT AMIENS SAINT SAUVEUR FLEG;DURY;19;30
ENT AMIENS SAINT SAUVEUR FLEG;ENT AMIENS BINAT;9;15
ENT AMIENS SAINT SAUVEUR FLEG;ENT AMIENS SAINT SAUVEUR FLEG;0;0
ENT AMIENS SAINT SAUVEUR FLEG;ENT AMIENS SAINT SAUVEUR PF;0;0
ENT AMIENS SAINT SAUVEUR FLEG;ENT AMIENS SUPER POULAINVILLE PGC;8;15
ENT AMIENS SAINT SAUVEUR FLEG;ENT CARVIN FL;110;120
ENT AMIENS SAINT SAUVEUR FLEG;ENT CARVIN PF;110;120
ENT AMIENS SAINT SAUVEUR FLEG;ENT IENA;120;120
ENT AMIENS SAINT SAUVEUR FLEG;ENT IENA1;121;135
ENT AMIENS SAINT SAUVEUR FLEG;ENT IENA2;121;135
ENT AMIENS SAINT SAUVEUR FLEG;ENT SAINGHIN1;124;135
ENT AMIENS SAINT SAUVEUR FLEG;ENT SERRIS 2;173;180
ENT AMIENS SAINT SAUVEUR FLEG;ENT SOCOPAL DIEPPE;91;105
ENT AMIENS SAINT SAUVEUR FLEG;ENT V GEODIS;180;180
ENT AMIENS SAINT SAUVEUR FLEG;FACHES;119;120
ENT AMIENS SAINT SAUVEUR FLEG;FRANQUEVILLE CHRONODRIVE 4475;127;135
ENT AMIENS SAINT SAUVEUR FLEG;HERBLAY CHRONODRIVE 444;125;135
ENT AMIENS SAINT SAUVEUR FLEG;HOUILLES SUPER 1073;140;150
ENT AMIENS SAINT SAUVEUR FLEG;IFS CHRONODRIVE 4253;249;255
ENT AMIENS SAINT SAUVEUR FLEG;LE HAVRE;186;195
ENT AMIENS SAINT SAUVEUR FLEG;LEERS;137;150
ENT AMIENS SAINT SAUVEUR FLEG;LES MUREAUX HALLES AUCHAN;146;150
ENT AMIENS SAINT SAUVEUR FLEG;LONGUEIL SAINTE MARIE SUPER 4315;95;105
ENT AMIENS SAINT SAUVEUR FLEG;MERS LES BAINS;80;90
ENT AMIENS SAINT SAUVEUR FLEG;MERU;95;105
ENT AMIENS SAINT SAUVEUR FLEG;MONTIVILLIERS;180;180
ENT AMIENS SAINT SAUVEUR FLEG;NOGENT SUR OISE;104;105
ENT AMIENS SAINT SAUVEUR FLEG;NOYELLES GODAULT;98;105
ENT AMIENS SAINT SAUVEUR FLEG;NOYON;79;90
ENT AMIENS SAINT SAUVEUR FLEG;OSNY;130;135
ENT AMIENS SAINT SAUVEUR FLEG;ROISSY;134;135
ENT AMIENS SAINT SAUVEUR FLEG;SOCOPAL;91;105
ENT AMIENS SAINT SAUVEUR FLEG;SOISY;128;135
ENT AMIENS SAINT SAUVEUR FLEG;ST QUENTIN;87;90
ENT AMIENS SAINT SAUVEUR FLEG;TAVERNY;123;135
ENT AMIENS SAINT SAUVEUR FLEG;VAL DE REUIL SUPER 1209;153;165
ENT AMIENS SAINT SAUVEUR FLEG;VALENCIENNES;134;135
ENT AMIENS SAINT SAUVEUR FLEG;VERNEUIL 1 VERGER SUPER 4981;140;150
ENT AMIENS SAINT SAUVEUR FLEG;VIRY NOUREUIL;112;120
ENT AMIENS SAINT SAUVEUR PF;1186 ST QUENTIN SCHUMANN SUPER;91;105
ENT AMIENS SAINT SAUVEUR PF;1267 CALAIS DELAROCHE SUPER;153;165
ENT AMIENS SAINT SAUVEUR PF;1297 HARNES SUPER;106;120
ENT AMIENS SAINT SAUVEUR PF;4313 CANTELEU SUPER;127;135
ENT AMIENS SAINT SAUVEUR PF;4536 LILLE WAZEMMES MY AUCHAN;127;135
ENT AMIENS SAINT SAUVEUR PF;4926 BILLY BERCLAU SUPER;101;105
ENT AMIENS SAINT SAUVEUR PF;4977 RUE SUPER;69;75
ENT AMIENS SAINT SAUVEUR PF;ARRAS;70;75
ENT AMIENS SAINT SAUVEUR PF;BEAUVAIS;68;75
ENT AMIENS SAINT SAUVEUR PF;BOULOGNE;122;135
ENT AMIENS SAINT SAUVEUR PF;CAEN CHRONO 352;251;255
ENT AMIENS SAINT SAUVEUR PF;CERGY;127;135
ENT AMIENS SAINT SAUVEUR PF;CERGY CHRONODRIVE 469;130;135
ENT AMIENS SAINT SAUVEUR PF;CHERBOURG;369;375
ENT AMIENS SAINT SAUVEUR PF;CHRONO AVELIN 4361;115;120
ENT AMIENS SAINT SAUVEUR PF;CHRONO COMPIEGNE 4345;89;90
ENT AMIENS SAINT SAUVEUR PF;CHRONO CROIX 4154;133;135
ENT AMIENS SAINT SAUVEUR PF;CHRONO IFS;249;255
ENT AMIENS SAINT SAUVEUR PF;CHRONO MARCQ 4128;132;135
ENT AMIENS SAINT SAUVEUR PF;CORMEILLES EN PARISIS CHRONODRIVE 413;137;150
ENT AMIENS SAINT SAUVEUR PF;DIEPPE;114;120
ENT AMIENS SAINT SAUVEUR PF;DIEPPE;115;120
ENT AMIENS SAINT SAUVEUR PF;DOUAI;124;135
ENT AMIENS SAINT SAUVEUR PF;DRIVE BEAUVAIS;68;75
ENT AMIENS SAINT SAUVEUR PF;DRIVE BOULOGNE;120;120
ENT AMIENS SAINT SAUVEUR PF;DRIVE CERGY;126;135
ENT AMIENS SAINT SAUVEUR PF;DRIVE CHERBOURG;369;375
ENT AMIENS SAINT SAUVEUR PF;DRIVE DIEPPE;114;120
ENT AMIENS SAINT SAUVEUR PF;DRIVE DOUAI;124;135
ENT AMIENS SAINT SAUVEUR PF;DRIVE DURY;19;30
ENT AMIENS SAINT SAUVEUR PF;DRIVE LE HAVRE;184;195
ENT AMIENS SAINT SAUVEUR PF;DRIVE LEERS;137;150
ENT AMIENS SAINT SAUVEUR PF;DRIVE MONTIVILLIERS;180;180
ENT AMIENS SAINT SAUVEUR PF;DRIVE NOGENT SUR OISE;102;105
ENT AMIENS SAINT SAUVEUR PF;DRIVE NOYON;79;90
ENT AMIENS SAINT SAUVEUR PF;DRIVE OSNY;130;135
ENT AMIENS SAINT SAUVEUR PF;DRIVE ROISSY;136;150
ENT AMIENS SAINT SAUVEUR PF;DRIVE ST QUENTIN;87;90
ENT AMIENS SAINT SAUVEUR PF;DRIVE TAVERNY;123;135
ENT AMIENS SAINT SAUVEUR PF;DRIVE VALENCIENNES;134;135
ENT AMIENS SAINT SAUVEUR PF;DUNKERQUE;186;195
ENT AMIENS SAINT SAUVEUR PF;DURY;19;30
ENT AMIENS SAINT SAUVEUR PF;ENT AMIENS BINAT;9;15
ENT AMIENS SAINT SAUVEUR PF;ENT AMIENS SAINT SAUVEUR FLEG;0;0
ENT AMIENS SAINT SAUVEUR PF;ENT AMIENS SAINT SAUVEUR PF;0;0
ENT AMIENS SAINT SAUVEUR PF;ENT AMIENS SUPER POULAINVILLE PGC;8;15
ENT AMIENS SAINT SAUVEUR PF;ENT CARVIN FL;110;120
ENT AMIENS SAINT SAUVEUR PF;ENT CARVIN PF;110;120
ENT AMIENS SAINT SAUVEUR PF;ENT IENA;120;120
ENT AMIENS SAINT SAUVEUR PF;ENT IENA1;121;135
ENT AMIENS SAINT SAUVEUR PF;ENT IENA2;121;135
ENT AMIENS SAINT SAUVEUR PF;ENT SAINGHIN1;124;135
ENT AMIENS SAINT SAUVEUR PF;ENT SERRIS 2;173;180
ENT AMIENS SAINT SAUVEUR PF;ENT SOCOPAL DIEPPE;91;105
ENT AMIENS SAINT SAUVEUR PF;ENT V GEODIS;180;180
ENT AMIENS SAINT SAUVEUR PF;FACHES;119;120
ENT AMIENS SAINT SAUVEUR PF;FRANQUEVILLE CHRONODRIVE 4475;127;135
ENT AMIENS SAINT SAUVEUR PF;HERBLAY CHRONODRIVE 444;125;135
ENT AMIENS SAINT SAUVEUR PF;HOUILLES SUPER 1073;140;150
ENT AMIENS SAINT SAUVEUR PF;IFS CHRONODRIVE 4253;249;255
ENT AMIENS SAINT SAUVEUR PF;LE HAVRE;186;195
ENT AMIENS SAINT SAUVEUR PF;LEERS;137;150
ENT AMIENS SAINT SAUVEUR PF;LES MUREAUX HALLES AUCHAN;146;150
ENT AMIENS SAINT SAUVEUR PF;LONGUEIL SAINTE MARIE SUPER 4315;95;105
ENT AMIENS SAINT SAUVEUR PF;MERS LES BAINS;80;90
ENT AMIENS SAINT SAUVEUR PF;MERU;95;105
ENT AMIENS SAINT SAUVEUR PF;MONTIVILLIERS;180;180
ENT AMIENS SAINT SAUVEUR PF;NOGENT SUR OISE;104;105
ENT AMIENS SAINT SAUVEUR PF;NOYELLES GODAULT;98;105
ENT AMIENS SAINT SAUVEUR PF;NOYON;79;90
ENT AMIENS SAINT SAUVEUR PF;OSNY;130;135
ENT AMIENS SAINT SAUVEUR PF;ROISSY;134;135
ENT AMIENS SAINT SAUVEUR PF;SOCOPAL;91;105
ENT AMIENS SAINT SAUVEUR PF;SOISY;128;135
ENT AMIENS SAINT SAUVEUR PF;ST QUENTIN;87;90
ENT AMIENS SAINT SAUVEUR PF;TAVERNY;123;135
ENT AMIENS SAINT SAUVEUR PF;VAL DE REUIL SUPER 1209;153;165
ENT AMIENS SAINT SAUVEUR PF;VALENCIENNES;134;135
ENT AMIENS SAINT SAUVEUR PF;VERNEUIL 1 VERGER SUPER 4981;140;150
ENT AMIENS SAINT SAUVEUR PF;VIRY NOUREUIL;112;120
ENT AMIENS SUPER POULAINVILLE PGC;1267 CALAIS DELAROCHE SUPER;156;165
ENT AMIENS SUPER POULAINVILLE PGC;1297 HARNES SUPER;92;105
ENT AMIENS SUPER POULAINVILLE PGC;4313 CANTELEU SUPER;130;135
ENT AMIENS SUPER POULAINVILLE PGC;4536 LILLE WAZEMMES MY AUCHAN;123;135
ENT AMIENS SUPER POULAINVILLE PGC;4926 BILLY BERCLAU SUPER;95;105
ENT AMIENS SUPER POULAINVILLE PGC;4977 RUE SUPER;72;75
ENT AMIENS SUPER POULAINVILLE PGC;914 MARQUETTE LES PARTISANS DU GOUT;125;135
ENT AMIENS SUPER POULAINVILLE PGC;ARRAS;61;75
ENT AMIENS SUPER POULAINVILLE PGC;AUCHAN CITY TOURCOING;133;135
ENT AMIENS SUPER POULAINVILLE PGC;BEAUVAIS;71;75
ENT AMIENS SUPER POULAINVILLE PGC;BETHUNE;96;105
ENT AMIENS SUPER POULAINVILLE PGC;BOULOGNE;125;135
ENT AMIENS SUPER POULAINVILLE PGC;CAEN CHRONO 352;250;255
ENT AMIENS SUPER POULAINVILLE PGC;CALAIS;152;165
ENT AMIENS SUPER POULAINVILLE PGC;CAMBRAI;104;105
ENT AMIENS SUPER POULAINVILLE PGC;CERGY;130;135
ENT AMIENS SUPER POULAINVILLE PGC;CERGY CHRONODRIVE 469;133;135
ENT AMIENS SUPER POULAINVILLE PGC;CHERBOURG;372;375
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO AVELIN 4361;111;120
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO BONDUES 4703;132;135
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO COMPIEGNE 4345;85;90
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO COUDEKERQUE 4242;198;210
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO CROIX 4154;129;135
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO ELEU DIT LEAUWETTE 4462;79;90
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO HALLENNES 4167;108;120
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO IFS;251;255
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO LAMBERSART 4424;124;135
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO MARCQ 4128;128;135
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO VALENCIENNES 4370;130;135
ENT AMIENS SUPER POULAINVILLE PGC;CHRONO WASQUEHAL 4303;128;135
ENT AMIENS SUPER POULAINVILLE PGC;DIEPPE;117;120
ENT AMIENS SUPER POULAINVILLE PGC;DOUAI;120;120
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE ARRAS;60;60
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE BEAUVAIS;71;75
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE BETHUNE;96;105
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE BOULOGNE;123;135
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE CALAIS;152;165
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE CAMBRAI;104;105
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE CHERBOURG;372;375
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE DIEPPE;117;120
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE DOUAI;120;120
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE DUNKERQUE;189;195
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE DURY;10;15
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE ENGLOS;112;120
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE FACHES;115;120
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE LE HAVRE;187;195
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE LEERS;133;135
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE LOUVROIL;162;165
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE MONTIVILLIERS;183;195
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE NOGENT SUR OISE;105;105
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE NOYELLES;94;105
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE NOYON;75;75
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE PETITE FORET;132;135
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE RONCQ;135;135
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE ST OMER;171;180
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE ST QUENTIN;82;90
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE VALENCIENNES;129;135
ENT AMIENS SUPER POULAINVILLE PGC;DRIVE VILLENEUVE D'ASCQ;121;135
ENT AMIENS SUPER POULAINVILLE PGC;DUNKERQUE;189;195
ENT AMIENS SUPER POULAINVILLE PGC;DURY;10;15
ENT AMIENS SUPER POULAINVILLE PGC;ENGLOS;112;120
ENT AMIENS SUPER POULAINVILLE PGC;ENT AMIENS BINAT;2;15
ENT AMIENS SUPER POULAINVILLE PGC;ENT AMIENS SAINT SAUVEUR FLEG;9;15
ENT AMIENS SUPER POULAINVILLE PGC;ENT AMIENS SAINT SAUVEUR PF;9;15
ENT AMIENS SUPER POULAINVILLE PGC;ENT AMIENS SUPER POULAINVILLE PGC;0;0
ENT AMIENS SUPER POULAINVILLE PGC;ENT CARVIN FL;105;105
ENT AMIENS SUPER POULAINVILLE PGC;ENT CARVIN PF;105;105
ENT AMIENS SUPER POULAINVILLE PGC;ENT IENA;116;120
ENT AMIENS SUPER POULAINVILLE PGC;ENT IENA1;117;120
ENT AMIENS SUPER POULAINVILLE PGC;ENT IENA2;117;120
ENT AMIENS SUPER POULAINVILLE PGC;ENT SAINGHIN1;120;120
ENT AMIENS SUPER POULAINVILLE PGC;ENT SERRIS 1;181;195
ENT AMIENS SUPER POULAINVILLE PGC;ENT SOCOPAL DIEPPE;94;105
ENT AMIENS SUPER POULAINVILLE PGC;ENT V DHL;183;195
ENT AMIENS SUPER POULAINVILLE PGC;ENT V GEODIS;183;195
ENT AMIENS SUPER POULAINVILLE PGC;FACHES;115;120
ENT AMIENS SUPER POULAINVILLE PGC;FRANQUEVILLE CHRONODRIVE 4475;130;135
ENT AMIENS SUPER POULAINVILLE PGC;HERBLAY CHRONODRIVE 444;128;135
ENT AMIENS SUPER POULAINVILLE PGC;HIRSON;154;165
ENT AMIENS SUPER POULAINVILLE PGC;HOUILLES SUPER 1073;139;150
ENT AMIENS SUPER POULAINVILLE PGC;ILLKIRCH;529;540
ENT AMIENS SUPER POULAINVILLE PGC;KIRCHBERG;391;405
ENT AMIENS SUPER POULAINVILLE PGC;LA QUEUE LES YVELINES SUPER 1096;169;180
ENT AMIENS SUPER POULAINVILLE PGC;LAXOU;377;390
ENT AMIENS SUPER POULAINVILLE PGC;LE CHESNAY PARLY 2 SUPER 1144;159;165
ENT AMIENS SUPER POULAINVILLE PGC;LE HAVRE;189;195
ENT AMIENS SUPER POULAINVILLE PGC;LEERS;133;135
ENT AMIENS SUPER POULAINVILLE PGC;LONGUEIL SAINTE MARIE SUPER 4315;91;105
ENT AMIENS SUPER POULAINVILLE PGC;LOUVROIL;163;165
ENT AMIENS SUPER POULAINVILLE PGC;MERS LES BAINS;83;90
ENT AMIENS SUPER POULAINVILLE PGC;MERU;98;105
ENT AMIENS SUPER POULAINVILLE PGC;MONT SAINT MARTIN;379;390
ENT AMIENS SUPER POULAINVILLE PGC;MONTIVILLIERS;182;195
ENT AMIENS SUPER POULAINVILLE PGC;NANCY CENTRE;384;390
ENT AMIENS SUPER POULAINVILLE PGC;NOGENT SUR OISE;107;120
ENT AMIENS SUPER POULAINVILLE PGC;NOYELLES GODAULT;94;105
ENT AMIENS SUPER POULAINVILLE PGC;NOYON;75;75
ENT AMIENS SUPER POULAINVILLE PGC;OSNY;133;135
ENT AMIENS SUPER POULAINVILLE PGC;PETITE FORET;132;135
ENT AMIENS SUPER POULAINVILLE PGC;ROISSY;137;150
ENT AMIENS SUPER POULAINVILLE PGC;RONCQ;135;135
ENT AMIENS SUPER POULAINVILLE PGC;SCHWEIGHOUSE;517;525
ENT AMIENS SUPER POULAINVILLE PGC;SEMECOURT;354;360
ENT AMIENS SUPER POULAINVILLE PGC;SOCOPAL;94;105
ENT AMIENS SUPER POULAINVILLE PGC;SOISY;131;135
ENT AMIENS SUPER POULAINVILLE PGC;ST OMER;172;180
ENT AMIENS SUPER POULAINVILLE PGC;ST QUENTIN;83;90
ENT AMIENS SUPER POULAINVILLE PGC;STRASBOURG;525;525
ENT AMIENS SUPER POULAINVILLE PGC;TAVERNY;126;135
ENT AMIENS SUPER POULAINVILLE PGC;TOMBLAINE;395;405
ENT AMIENS SUPER POULAINVILLE PGC;VAL DE REUIL SUPER 1209;149;150
ENT AMIENS SUPER POULAINVILLE PGC;VALENCIENNES;129;135
ENT AMIENS SUPER POULAINVILLE PGC;VERNEUIL 1 VERGER SUPER 4981;143;150
ENT AMIENS SUPER POULAINVILLE PGC;VILLENEUVE 2;121;135
ENT AMIENS SUPER POULAINVILLE PGC;VIRY NOUREUIL;108;120
ENT CARVIN FL;1186 ST QUENTIN SCHUMANN SUPER;92;105
ENT CARVIN FL;1267 CALAIS DELAROCHE SUPER;119;120
ENT CARVIN FL;1297 HARNES SUPER;8;15
ENT CARVIN FL;4313 CANTELEU SUPER;243;255
ENT CARVIN FL;4536 LILLE WAZEMMES MY AUCHAN;25;30
ENT CARVIN FL;4926 BILLY BERCLAU SUPER;18;30
ENT CARVIN FL;914 MARQUETTE LES PARTISANS DU GOUT;29;30
ENT CARVIN FL;ARRAS;37;45
ENT CARVIN FL;AUCHAN CITY TOURCOING;35;45
ENT CARVIN FL;BEAUVAIS;176;180
ENT CARVIN FL;BETHUNE;44;45
ENT CARVIN FL;CALAIS;123;135
ENT CARVIN FL;CAMBRAI;60;60
ENT CARVIN FL;CHERBOURG;484;495
ENT CARVIN FL;CHRONO AVELIN 4361;13;15
ENT CARVIN FL;CHRONO BONDUES 4703;35;45
ENT CARVIN FL;CHRONO COMPIEGNE 4345;131;135
ENT CARVIN FL;CHRONO COUDEKERQUE 4242;90;90
ENT CARVIN FL;CHRONO CROIX 4154;31;45
ENT CARVIN FL;CHRONO ELEU DIT LEAUWETTE 4462;22;30
ENT CARVIN FL;CHRONO HALLENNES 4167;32;45
ENT CARVIN FL;CHRONO LAMBERSART 4424;29;30
